city,neighborhood,rooms,price_mean,sq_m_mean,count,price_per_sq_m
גבעתיים,"הל""ה",1.0,3450.0,33.0,1,104.54545454545455
גבעתיים,"הל""ה",2.5,5940.0,66.6,5,89.1891891891892
גבעתיים,"הל""ה",3.0,6050.0,78.25,4,77.31629392971246
גבעתיים,"הל""ה",3.5,6550.0,85.0,2,77.05882352941177
גבעתיים,"הל""ה",4.0,6825.0,93.0,4,73.38709677419355
גבעתיים,"הל""ה",5.0,0.0,120.0,1,0.0
גבעתיים,חברת חשמל,1.0,3800.0,30.0,1,126.66666666666667
גבעתיים,חברת חשמל,2.0,5500.0,60.0,1,91.66666666666667
גבעתיים,חברת חשמל,3.0,6100.0,67.5,2,90.37037037037037
גבעתיים,חברת חשמל,3.5,6100.0,100.0,1,61.0
גבעתיים,חברת חשמל,4.0,5166.666666666667,100.0,3,51.66666666666667
גבעתיים,סיטי,2.0,7800.0,54.333333333333336,3,143.55828220858896
גבעתיים,סיטי,3.0,9350.0,100.5,4,93.03482587064677
גבעתיים,סיטי,4.0,8950.0,110.5,2,80.99547511312217
גבעתיים,סיטי,5.0,11608.333333333334,146.16666666666666,12,79.41847206385405
גבעתיים,פועלי הרכבת,1.0,2650.0,15.5,2,170.96774193548387
גבעתיים,פועלי הרכבת,2.0,4800.0,60.0,1,80.0
גבעתיים,פועלי הרכבת,2.5,5000.0,80.0,1,62.5
גבעתיים,פועלי הרכבת,3.0,4728.333333333333,80.66666666666667,3,58.615702479338836
גבעתיים,פועלי הרכבת,3.5,4766.666666666667,104.33333333333333,3,45.68690095846646
גבעתיים,פועלי הרכבת,4.0,6666.666666666667,115.66666666666667,3,57.636887608069166
גבעתיים,פועלי הרכבת,4.5,8000.0,112.0,1,71.42857142857143
גבעתיים,פועלי הרכבת,5.0,10395.0,132.0,2,78.75
גבעתיים,קרית יוסף,3.0,4400.0,87.5,2,50.285714285714285
גבעתיים,קרית יוסף,3.5,8900.0,90.0,1,98.88888888888889
גבעתיים,קרית יוסף,4.0,7250.0,95.0,2,76.3157894736842
גבעתיים,שטח 9,4.0,10750.0,162.5,2,66.15384615384616
גבעתיים,שטח 9,5.0,5420.0,122.5,2,44.244897959183675
גבעתיים,שטח 9,6.0,0.0,152.0,1,0.0
גבעתיים,שינקין,1.0,2466.6666666666665,38.666666666666664,3,63.793103448275865
גבעתיים,שינקין,1.5,3500.0,20.0,1,175.0
גבעתיים,שינקין,2.0,4933.333333333333,53.666666666666664,9,91.92546583850931
גבעתיים,שינקין,2.5,5558.888888888889,66.11111111111111,9,84.08403361344537
גבעתיים,שינקין,3.0,5697.105263157895,72.52631578947368,19,78.5522496371553
גבעתיים,שינקין,3.5,6500.0,77.0,1,84.41558441558442
גבעתיים,שינקין,4.0,5340.0,103.0,5,51.84466019417476
גבעתיים,תל גנים,2.0,4800.0,50.0,1,96.0
גבעתיים,תל גנים,3.0,5225.0,71.0,4,73.59154929577464
גבעתיים,תל גנים,4.0,6255.555555555556,99.55555555555556,9,62.83482142857143
גבעתיים,תל גנים,4.5,5000.0,94.0,1,53.191489361702125
גבעתיים,תל גנים,5.0,5990.0,109.0,1,54.95412844036697
רמת גן,אזור הבילויים,1.0,2875.0,22.5,2,127.77777777777777
רמת גן,אזור הבילויים,1.5,3500.0,38.0,1,92.10526315789474
רמת גן,אזור הבילויים,2.0,4700.0,70.75,8,66.43109540636043
רמת גן,אזור הבילויים,3.0,7850.0,77.0,1,101.94805194805195
רמת גן,אזור הבילויים,3.5,5900.0,79.2,5,74.4949494949495
רמת גן,אזור הבילויים,4.0,7440.0,99.8,15,74.54909819639279
רמת גן,אזור הבילויים,4.5,5625.0,102.5,2,54.8780487804878
רמת גן,אזור הבילויים,5.0,5400.0,132.5,2,40.75471698113208
רמת גן,אזור הבילויים,5.5,7200.0,132.0,1,54.54545454545455
רמת גן,בורסה,1.0,3800.0,26.666666666666668,3,142.5
רמת גן,בורסה,1.5,4133.333333333333,33.333333333333336,3,123.99999999999999
רמת גן,בורסה,2.0,6296.666666666667,54.6,15,115.32356532356533
רמת גן,בורסה,2.5,8000.0,70.0,1,114.28571428571429
רמת גן,בורסה,3.0,7472.636363636364,92.27272727272727,11,80.98423645320197
רמת גן,בורסה,4.0,21000.0,280.0,1,75.0
רמת גן,גבעת גאולה,2.0,4000.0,40.0,1,100.0
רמת גן,חרוזים,1.0,5500.0,30.0,1,183.33333333333334
רמת גן,חרוזים,2.0,4700.0,60.0,1,78.33333333333333
רמת גן,חרוזים,3.0,6893.333333333333,82.0,3,84.0650406504065
רמת גן,חרוזים,3.5,7150.0,100.0,1,71.5
רמת גן,חרוזים,4.0,7008.333333333333,99.16666666666667,12,70.67226890756302
רמת גן,חרוזים,4.5,11000.0,125.0,1,88.0
רמת גן,חרוזים,5.0,11875.0,130.75,4,90.82217973231357
רמת גן,חרוזים,5.5,12200.0,165.0,1,73.93939393939394
רמת גן,יד לבנים,1.0,2800.0,19.333333333333332,3,144.82758620689657
רמת גן,יד לבנים,1.5,3950.0,50.0,1,79.0
רמת גן,יד לבנים,2.0,4430.0,54.0,5,82.03703703703704
רמת גן,יד לבנים,2.5,5000.0,63.5,2,78.74015748031496
רמת גן,יד לבנים,3.0,5083.333333333333,70.33333333333333,6,72.27488151658768
רמת גן,יד לבנים,3.5,6166.666666666667,86.66666666666667,3,71.15384615384616
רמת גן,יד לבנים,4.0,8250.0,135.5,2,60.88560885608856
רמת גן,יד לבנים,4.5,7000.0,120.0,1,58.333333333333336
רמת גן,"כפר אז""ר",3.0,6700.0,94.0,1,71.27659574468085
רמת גן,"כפר אז""ר",5.0,8500.0,122.0,1,69.67213114754098
רמת גן,"מרום נווה, רמת יצחק",1.0,2900.0,27.0,1,107.4074074074074
רמת גן,"מרום נווה, רמת יצחק",1.5,4100.0,37.0,1,110.8108108108108
רמת גן,"מרום נווה, רמת יצחק",2.0,4050.0,38.5,2,105.1948051948052
רמת גן,"מרום נווה, רמת יצחק",2.5,5500.0,95.0,1,57.89473684210526
רמת גן,"מרום נווה, רמת יצחק",3.0,5106.25,80.75,8,63.23529411764706
רמת גן,"מרום נווה, רמת יצחק",3.5,4233.333333333333,84.33333333333333,3,50.19762845849802
רמת גן,"מרום נווה, רמת יצחק",4.0,5869.2307692307695,100.15384615384616,13,58.60215053763441
רמת גן,"מרום נווה, רמת יצחק",4.5,8666.666666666666,125.0,3,69.33333333333333
רמת גן,"מרום נווה, רמת יצחק",5.0,9100.0,118.5,2,76.79324894514768
רמת גן,"מרום נווה, רמת יצחק",6.0,9000.0,115.0,1,78.26086956521739
רמת גן,נגבה,1.0,2700.0,20.0,1,135.0
רמת גן,נגבה,2.0,4000.0,42.5,2,94.11764705882354
רמת גן,נגבה,2.5,5000.0,63.333333333333336,3,78.94736842105263
רמת גן,נגבה,3.0,6630.0,77.93333333333334,15,85.07271171941831
רמת גן,נגבה,3.5,5757.142857142857,102.85714285714286,7,55.972222222222214
רמת גן,נגבה,4.0,7872.727272727273,101.18181818181819,11,77.80772686433063
רמת גן,נגבה,5.0,8633.333333333334,133.33333333333334,3,64.75
רמת גן,"נווה יהושע, ערמונים",1.0,3050.0,57.0,4,53.50877192982456
רמת גן,"נווה יהושע, ערמונים",2.0,4887.5,67.5,4,72.4074074074074
רמת גן,"נווה יהושע, ערמונים",3.0,5793.75,74.75,8,77.50836120401338
רמת גן,"נווה יהושע, ערמונים",4.0,5616.666666666667,99.16666666666667,6,56.63865546218487
רמת גן,"נווה יהושע, ערמונים",4.5,7425.0,125.0,2,59.4
רמת גן,"נווה יהושע, ערמונים",5.0,6291.666666666667,148.0,6,42.51126126126126
רמת גן,"נווה יהושע, ערמונים",6.0,12000.0,120.0,1,100.0
רמת גן,"נווה רם, שיכון מזרחי",1.0,3000.0,150.0,1,20.0
רמת גן,"נווה רם, שיכון מזרחי",1.5,3400.0,25.0,1,136.0
רמת גן,"נווה רם, שיכון מזרחי",2.0,4166.666666666667,58.333333333333336,3,71.42857142857143
רמת גן,"נווה רם, שיכון מזרחי",2.5,4400.0,60.0,2,73.33333333333333
רמת גן,"נווה רם, שיכון מזרחי",3.0,4591.666666666667,65.0,6,70.64102564102565
רמת גן,"נווה רם, שיכון מזרחי",3.5,5500.0,85.5,6,64.32748538011695
רמת גן,"נווה רם, שיכון מזרחי",4.0,6616.666666666667,112.0,6,59.077380952380956
רמת גן,נחלת גנים,1.0,2700.0,16.0,1,168.75
רמת גן,נחלת גנים,1.5,4750.0,42.0,1,113.0952380952381
רמת גן,נחלת גנים,2.0,4671.0,45.8,5,101.98689956331879
רמת גן,נחלת גנים,2.5,4833.333333333333,60.666666666666664,3,79.67032967032966
רמת גן,נחלת גנים,3.0,5866.666666666667,73.16666666666667,6,80.18223234624146
רמת גן,נחלת גנים,4.0,8075.0,111.75,4,72.25950782997762
רמת גן,עליות,2.0,4710.0,53.9,10,87.38404452690168
רמת גן,עליות,2.5,4450.0,60.333333333333336,6,73.75690607734806
רמת גן,עליות,3.0,4977.777777777777,71.55555555555556,9,69.56521739130434
רמת גן,עליות,3.5,7200.0,90.0,1,80.0
רמת גן,עליות,4.0,6300.0,108.33333333333333,3,58.15384615384615
רמת גן,עליות,5.0,7150.0,122.5,2,58.36734693877551
רמת גן,קרית בורוכוב,2.0,4300.0,43.5,2,98.85057471264368
רמת גן,קרית בורוכוב,3.0,4800.0,87.5,2,54.857142857142854
רמת גן,קרית קריניצי,1.0,2900.0,15.0,1,193.33333333333334
רמת גן,קרית קריניצי,5.0,8700.0,131.8,5,66.00910470409711
רמת גן,קרית קריניצי,6.0,9000.0,157.5,2,57.142857142857146
רמת גן,רמת אפעל,1.0,3500.0,38.0,1,92.10526315789474
רמת גן,רמת אפעל,4.0,7500.0,108.0,1,69.44444444444444
רמת גן,רמת אפעל,5.0,8500.0,135.0,1,62.96296296296296
רמת גן,רמת חן,3.0,6450.0,82.5,2,78.18181818181819
רמת גן,רמת חן,4.0,8000.0,96.66666666666667,3,82.75862068965517
רמת גן,רמת חן,5.0,10500.0,150.0,1,70.0
רמת גן,רמת עמידר,1.0,2930.0,23.2,5,126.29310344827587
רמת גן,רמת עמידר,1.5,3150.0,27.5,2,114.54545454545455
רמת גן,רמת עמידר,2.0,4143.75,49.375,8,83.92405063291139
רמת גן,רמת עמידר,2.5,4350.0,50.0,2,87.0
רמת גן,רמת עמידר,3.0,4260.0,68.0,5,62.64705882352941
רמת גן,רמת עמידר,3.5,563475.0,80.75,4,6978.0185758513935
רמת גן,רמת עמידר,4.0,4966.666666666667,125.0,6,39.733333333333334
רמת גן,רמת עמידר,4.5,299.0,100.0,1,2.99
רמת גן,רמת עמידר,5.5,7200.0,120.0,1,60.0
רמת גן,שיכון צנחנים,3.0,8250.0,80.0,2,103.125
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",1.0,2749.75,42.5,4,64.7
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",2.0,4141.666666666667,41.666666666666664,12,99.40000000000002
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",2.5,5075.0,69.66666666666667,6,72.8468899521531
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",3.0,5388.461538461538,83.07692307692308,13,64.8611111111111
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",3.5,6140.0,87.2,5,70.41284403669725
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",4.0,7425.0,108.8125,16,68.23664560597358
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",5.0,8175.0,116.5,4,70.1716738197425
רמת גן,"שכונת בן גוריון, מרכז העיר ג'",6.5,9900.0,220.0,1,45.0
רמת גן,שכונת גפן,1.0,2828.5714285714284,17.857142857142858,7,158.39999999999998
רמת גן,שכונת גפן,1.5,5000.0,30.0,1,166.66666666666666
רמת גן,שכונת גפן,2.0,4366.333333333333,51.666666666666664,3,84.50967741935483
רמת גן,שכונת גפן,2.5,5631.25,68.5,8,82.2080291970803
רמת גן,שכונת גפן,3.0,6085.714285714285,70.57142857142857,7,86.23481781376518
רמת גן,שכונת גפן,3.5,6233.333333333333,96.66666666666667,3,64.48275862068965
רמת גן,שכונת גפן,4.0,7942.857142857143,110.0,7,72.20779220779221
רמת גן,שכונת גפן,4.5,8200.0,101.0,1,81.18811881188118
רמת גן,שכונת הותיקים,1.0,2350.0,75.0,2,31.333333333333332
רמת גן,שכונת הותיקים,2.0,5104.0,50.0,1,102.08
רמת גן,שכונת הותיקים,3.0,5750.0,75.0,1,76.66666666666667
רמת גן,שכונת הותיקים,4.0,9750.0,113.5,4,85.90308370044053
רמת גן,שכונת הותיקים,5.0,10800.0,126.0,1,85.71428571428571
רמת גן,שכונת הלל,1.0,3200.0,30.0,1,106.66666666666667
רמת גן,שכונת הלל,2.0,3720.0,52.6,5,70.72243346007605
רמת גן,שכונת הלל,3.0,5173.076923076923,72.6923076923077,13,71.16402116402116
רמת גן,שכונת הלל,3.5,5250.0,90.0,1,58.333333333333336
רמת גן,שכונת הלל,4.0,6260.0,108.0,5,57.96296296296296
רמת גן,שכונת הראשונים,1.0,3162.5,45.0,4,70.27777777777777
רמת גן,שכונת הראשונים,2.0,5987.5,68.75,4,87.0909090909091
רמת גן,שכונת הראשונים,2.5,5400.0,61.6,7,87.66233766233766
רמת גן,שכונת הראשונים,3.0,7087.5,80.5,8,88.04347826086956
רמת גן,שכונת הראשונים,3.5,5125.0,100.25,4,51.12219451371571
רמת גן,שכונת הראשונים,4.0,8488.095238095239,149.42857142857142,21,56.80369662205227
רמת גן,שכונת הראשונים,4.5,8866.666666666666,125.33333333333333,3,70.74468085106383
רמת גן,שכונת הראשונים,5.0,10475.0,139.5,6,75.08960573476702
רמת גן,שכונת הראשונים,6.0,11200.0,167.0,1,67.06586826347305
רמת גן,"שכונת חשמונאים, מרכז העיר א",1.0,3275.0,44.5,2,73.59550561797752
רמת גן,"שכונת חשמונאים, מרכז העיר א",1.5,4050.0,42.5,2,95.29411764705883
רמת גן,"שכונת חשמונאים, מרכז העיר א",2.5,5416.666666666667,80.0,3,67.70833333333334
רמת גן,"שכונת חשמונאים, מרכז העיר א",3.0,5455.0,81.5,10,66.93251533742331
רמת גן,"שכונת חשמונאים, מרכז העיר א",3.5,6880.0,91.4,5,75.27352297592998
רמת גן,"שכונת חשמונאים, מרכז העיר א",4.0,6627.777777777777,112.66666666666667,9,58.82642998027613
רמת גן,"שכונת חשמונאים, מרכז העיר א",5.0,8550.0,121.66666666666667,3,70.27397260273972
רמת גן,"שכונת יהלום, מרכז העיר ב",1.0,2975.0,25.25,4,117.82178217821782
רמת גן,"שכונת יהלום, מרכז העיר ב",1.5,3450.0,34.0,2,101.47058823529412
רמת גן,"שכונת יהלום, מרכז העיר ב",2.0,4700.0,56.714285714285715,7,82.87153652392946
רמת גן,"שכונת יהלום, מרכז העיר ב",2.5,5800.0,80.0,1,72.5
רמת גן,"שכונת יהלום, מרכז העיר ב",3.0,5815.384615384615,84.15384615384616,13,69.10420475319926
רמת גן,"שכונת יהלום, מרכז העיר ב",3.5,6666.666666666667,105.66666666666667,3,63.09148264984227
רמת גן,"שכונת יהלום, מרכז העיר ב",4.0,6893.75,104.875,8,65.73301549463648
רמת גן,"שכונת יהלום, מרכז העיר ב",4.5,6900.0,115.0,1,60.0
רמת גן,"שכונת יהלום, מרכז העיר ב",5.0,9200.0,118.0,1,77.96610169491525
רמת גן,"שכונת יהלום, מרכז העיר ב",5.5,4750.0,133.0,2,35.714285714285715
רמת גן,תל בנימין,1.0,2750.0,200.0,1,13.75
רמת גן,תל בנימין,2.0,4320.0,45.0,1,96.0
רמת גן,תל בנימין,3.0,5500.0,1.0,1,5500.0
רמת גן,תל בנימין,3.5,5600.0,80.0,1,70.0
רמת גן,תל בנימין,4.0,8000.0,120.0,4,66.66666666666667
רמת גן,תל בנימין,5.0,8200.0,139.5,4,58.78136200716846
רמת גן,תל גנים,4.5,8000.0,110.0,1,72.72727272727273
רמת גן,תל יהודה,1.0,2675.0,25.0,2,107.0
רמת גן,תל יהודה,2.0,4150.0,42.5,4,97.6470588235294
רמת גן,תל יהודה,2.5,5200.0,64.0,1,81.25
רמת גן,תל יהודה,3.0,5785.0,77.6,10,74.54896907216495
רמת גן,תל יהודה,4.0,6966.666666666667,109.33333333333333,6,63.71951219512196
רמת גן,תל יהודה,5.0,6900.0,112.5,2,61.333333333333336
תל אביב יפו,אורות,2.0,5812.5,53.5,4,108.64485981308411
תל אביב יפו,אורות,2.5,7000.0,69.0,1,101.44927536231884
תל אביב יפו,אורות,3.0,7750.0,84.0,3,92.26190476190476
תל אביב יפו,אורות,3.5,8000.0,83.0,1,96.3855421686747
תל אביב יפו,אורות,4.0,11000.0,110.0,1,100.0
תל אביב יפו,אורות,5.0,12000.0,129.0,1,93.02325581395348
תל אביב יפו,"אזורי חן, גימל החדשה",3.0,9250.0,71.25,4,129.82456140350877
תל אביב יפו,"אזורי חן, גימל החדשה",3.5,8950.0,107.5,2,83.25581395348837
תל אביב יפו,"אזורי חן, גימל החדשה",4.0,11028.57142857143,113.35714285714286,14,97.29048519218652
תל אביב יפו,"אזורי חן, גימל החדשה",4.5,11000.0,150.0,1,73.33333333333333
תל אביב יפו,"אזורי חן, גימל החדשה",5.0,11180.0,137.2,5,81.48688046647231
תל אביב יפו,"אזורי חן, גימל החדשה",5.5,23000.0,227.0,1,101.3215859030837
תל אביב יפו,"אזורי חן, גימל החדשה",6.0,18833.333333333332,163.33333333333334,3,115.30612244897958
